iter	RMSE
290	73.50247193
291	73.47426741
292	73.44633319
293	73.39419032
294	73.38253539
295	73.35950355
296	73.32659238
297	73.30999731
298	73.2644743
299	73.2302981
300	73.19072804
301	73.17963346
302	73.11388643
303	73.05903233
304	73.02871563
305	73.00890086
306	72.98068315
307	72.95265261
308	72.91006582
309	72.87350656
310	72.83956428
311	72.81595448
312	72.75073747
313	72.71427822
314	72.69429837
315	72.67326152
316	72.63831901
317	72.61418657
318	72.57095655
319	72.54503704
320	72.52582158
321	72.48720995
322	72.47655656
323	72.43663382
324	72.41625186
325	72.40321234
326	72.36372238
327	72.33623677
328	72.32478773
329	72.30926263
330	72.2579907
331	72.23881464
332	72.20757612
333	72.19883857
334	72.15868956
335	72.13269206
336	72.10333677
337	72.0819558
338	72.05773657
339	72.00852751
340	71.97006792
341	71.9466503
342	71.9168084
343	71.89996972
344	71.86302923
345	71.82028701
346	71.78393981
347	71.75042918
348	71.7197603
349	71.69611424
350	71.6805246
351	71.63632702
352	71.60667536
353	71.59190498
354	71.56371382
355	71.54255505
356	71.53248248
357	71.49522689
358	71.44838403
359	71.41339141
360	71.38507397
361	71.35495511
362	71.33155048
363	71.29797829
364	71.27593269
365	71.24374453
366	71.21212765
367	71.19749192
368	71.16428361
369	71.14276868
370	71.119818
371	71.08009104
372	71.04666212
373	71.03469038
374	71.00116946
375	70.97330514
376	70.95467098
377	70.92652222
378	70.87981944
379	70.8563787
380	70.83826184
381	70.80732793
382	70.77195426
383	70.74241673
384	70.72735966
385	70.70918532
386	70.6769148
387	70.63048447
388	70.61722868
389	70.59832015
390	70.57838341
391	70.56775193
392	70.55812043
393	70.54248126
394	70.52102911
395	70.49102759
396	70.48202926
397	70.46161464
398	70.43852338
399	70.41958521
400	70.38197425
401	70.3579894
402	70.34477295
403	70.32324988
404	70.30325356
405	70.27835668
406	70.25689201
407	70.21747204
408	70.18292053
409	70.15893178
410	70.12535844
411	70.09739911
412	70.08659721
413	70.06199076
414	70.0343773
415	70.02572685
416	69.99281429
417	69.96347932
418	69.94214061
419	69.90658759
420	69.8973998
421	69.84362075
422	69.81368463
423	69.7781435
424	69.74639323
425	69.72220948
426	69.69655556
427	69.66056619
428	69.63618787
429	69.60466925
430	69.57315485
431	69.54456922
432	69.52672372
433	69.51576092
434	69.47391238
435	69.45275427
436	69.41663149
437	69.39990825
438	69.37716238
439	69.35113364
440	69.33640247
441	69.30603251
442	69.29136956
443	69.25649155
444	69.23886005
445	69.21663968
446	69.18677878
447	69.15451262
448	69.12246908
449	69.10571453
450	69.09054716
451	69.0570691
452	69.04708307
453	69.02920819
454	69.00520203
455	68.98734422
456	68.97133056
457	68.96499471
458	68.94039137
459	68.91699887
460	68.90725474
461	68.89403534
462	68.88138502
463	68.84779976
464	68.82745819
465	68.80705777
466	68.78772992
467	68.77132339
468	68.75589036
469	68.74102261
470	68.71731347
471	68.67834065
472	68.66365084
473	68.62249036
474	68.60032828
475	68.56448424
476	68.53848547
477	68.52684033
478	68.47876052
479	68.43505323
480	68.42107674
481	68.37896769
482	68.35940398
483	68.32947009
484	68.30089744
485	68.28719437
486	68.27780836
487	68.26600626
488	68.23914184
489	68.22846556
490	68.20858019
491	68.18133844
492	68.16587166
493	68.13630349
494	68.12365324
495	68.10826723
496	68.07193499
497	68.03923077
498	68.01370812
499	67.99188821
500	67.9781652
501	67.9523092
502	67.93546236
503	67.91995274
504	67.89965197
505	67.89009461
506	67.86830281
507	67.84539169
508	67.83710773
509	67.81985627
510	67.77374818
511	67.70050921
512	67.67021776
513	67.6428705
514	67.61982391
515	67.6070441
516	67.55890027
517	67.54816987
518	67.53441165
519	67.52148806
520	67.4983319
521	67.47574765
522	67.46307089
523	67.44094431
524	67.41244792
525	67.38822608
526	67.35935493
527	67.34183692
528	67.3180756
529	67.30433318
530	67.29652002
531	67.26977095
532	67.24878067
533	67.22270487
534	67.21031997
535	67.19677922
536	67.18761072
537	67.17952057
538	67.16515407
539	67.1449087
540	67.13265305
541	67.11379214
542	67.06381744
543	67.03183886
544	67.01531033
545	67.00664339
546	66.98936677
547	66.95390289
548	66.91577139
549	66.89813294
550	66.8754017
551	66.86580602
552	66.84154646
553	66.83987255
554	66.80709924
555	66.77815698
556	66.75048408
557	66.72386966
558	66.7087952
559	66.67306599
560	66.66616986
561	66.65254268
562	66.61935847
563	66.61485314
564	66.60913046
565	66.59734703
566	66.58515497
567	66.57963789
568	66.57194348
569	66.56662638
570	66.56150116
571	66.53241852
572	66.51697215
573	66.50209869
574	66.48107718
575	66.46380989
576	66.45892311
577	66.4325971
578	66.40968117
579	66.388036
580	66.36285818
581	66.33977541
582	66.3361189
583	66.30104478
584	66.29623528
585	66.29159935
586	66.28180806
587	66.27733633
588	66.27421904
589	66.26046333
590	66.23816895
591	66.22155913
592	66.20044405
593	66.16926433
594	66.15752699
595	66.15650306
596	66.13483789
597	66.12765047
598	66.12687316
599	66.12248288
600	66.08846207
601	66.07360093
602	66.06103105
603	66.02992465
604	66.00845955
605	65.98633335
606	65.96297196
607	65.94857057
608	65.92438078
609	65.89931917
610	65.88666183
611	65.87596979
612	65.86644529
613	65.8355988
614	65.80967549
615	65.79410591
616	65.76768531
617	65.74981736
618	65.74028064
619	65.71723638
620	65.701633
621	65.65845892
622	65.64232959
623	65.60332991
624	65.58459996
625	65.54794964
626	65.51691006
627	65.49739599
628	65.47955624
629	65.45822057
630	65.43000978
631	65.40867169
632	65.39166433
633	65.38022364
634	65.37776283
635	65.36197903
636	65.34673557
637	65.33604608
638	65.3224192
639	65.29789421
640	65.2783875
641	65.26937462
642	65.26397961
643	65.25379236
644	65.24225717
645	65.22110819
646	65.20963322
647	65.1902903
648	65.18760068
649	65.1707556
650	65.14715914
651	65.12787575
652	65.10385532
653	65.08836687
654	65.07181601
655	65.04440033
656	65.02161157
657	65.00564704
658	64.98857213
659	64.96730213
660	64.95715849
661	64.92535632
662	64.907558
663	64.88426374
664	64.86843002
665	64.85038075
666	64.82933508
667	64.82558517
668	64.81749564
669	64.8155335
670	64.79102282
671	64.76400683
672	64.7631926
673	64.73551942
674	64.72288432
675	64.70904811
676	64.70020454
677	64.69088309
678	64.68851004
679	64.67058662
680	64.64634334
681	64.61958797
682	64.60467798
683	64.58501525
684	64.57586517
685	64.56312803
686	64.49844458
687	64.47058688
688	64.44191333
689	64.42796134
690	64.41484313
691	64.40613371
692	64.39850267
693	64.3853966
694	64.37170115
695	64.35516553
696	64.33932551
697	64.33286381
698	64.32126759
699	64.30044821
700	64.29005111
701	64.25663715
702	64.24270338
703	64.23512867
704	64.21747419
705	64.21011495
706	64.19136763
707	64.17202601
708	64.14368531
709	64.13348153
710	64.12496606
711	64.10989607
712	64.09969944
713	64.07825091
714	64.07016677
715	64.06570004
716	64.05916734
717	64.04920355
718	64.03643676
719	64.01049772
720	63.99850944
721	63.98052387
722	63.97400917
723	63.96593145
724	63.94835938
725	63.94075917
726	63.91607227
727	63.86235039
728	63.85200484
729	63.82978223
730	63.79530328
731	63.76929767
732	63.7449131
733	63.71800005
734	63.70539333
735	63.67329914
736	63.6542289
737	63.62948442
738	63.61424019
739	63.60078379
740	63.5919987
741	63.57656791
742	63.55697832
743	63.54018825
744	63.52359841
745	63.50642245
746	63.49594886
747	63.46886669
748	63.4486023
749	63.43660036
750	63.42317218
751	63.40306563
752	63.39407663
753	63.38079559
754	63.36515443
755	63.32574618
756	63.31816327
757	63.31110646
758	63.30240466
759	63.27590252
760	63.26265475
761	63.25045373
762	63.2348265
763	63.18699554
764	63.17689505
765	63.16276244
766	63.11768926
767	63.10298211
768	63.08904522
769	63.06467239
770	63.05910236
771	63.04780615
772	63.03469221
773	63.02334542
774	63.01151603
775	62.98851719
776	62.96521608
777	62.95084199
778	62.92979633
779	62.91688157
780	62.90305279
781	62.88114904
782	62.87836078
783	62.86480811
784	62.85015503
785	62.83697265
786	62.816655
787	62.80999123
788	62.80093523
789	62.79168045
790	62.78056448
791	62.76203595
792	62.74053211
793	62.72486836
794	62.69726286
795	62.68618085
796	62.66381686
797	62.64905023
798	62.63148037
799	62.61374262
800	62.6052364
801	62.59334968
802	62.57871266
803	62.57329001
804	62.56595914
805	62.55865529
806	62.54857154
807	62.5343392
808	62.52738286
809	62.52279428
810	62.50983683
811	62.50331443
812	62.47645962
813	62.4683084
814	62.46319036
815	62.43284368
816	62.42539404
817	62.41900686
818	62.40737014
819	62.39291859
820	62.38122491
821	62.36464102
822	62.34643521
823	62.31023927
824	62.28975442
825	62.2677844
826	62.26364786
827	62.24832808
828	62.22891898
829	62.21907343
830	62.20878594
831	62.19505089
832	62.16798367
833	62.15105869
834	62.12714989
835	62.11165527
836	62.10137682
837	62.07751478
838	62.06168227
839	62.04482147
840	62.03296842
841	62.02596058
842	62.01351918
843	61.99095706
844	61.96604224
845	61.9591052
846	61.94194044
847	61.93204039
848	61.91959573
849	61.90254818
850	61.89134342
851	61.88047918
852	61.85926399
853	61.84894511
854	61.84027953
855	61.83221785
856	61.81856949
857	61.80825628
858	61.79040138
859	61.77741592
860	61.77327425
861	61.7531088
862	61.73551626
863	61.71594569
864	61.68812199
865	61.66192269
866	61.65579285
867	61.63543826
868	61.61765369
869	61.60237025
870	61.58062979
871	61.56593475
872	61.55834084
873	61.53554233
874	61.5082775
875	61.4956871
876	61.48625432
877	61.47692505
878	61.43795031
879	61.43465941
880	61.40978971
881	61.39336746
882	61.38875465
883	61.38109636
884	61.37596074
885	61.36254281
886	61.34266906
887	61.33275606
888	61.29122915
889	61.27949243
890	61.26302221
891	61.2500393
892	61.23580382
893	61.21558538
894	61.2056079
895	61.18577093
896	61.18293779
897	61.17395507
898	61.17035217
899	61.15686382
900	61.14516643
901	61.12385108
902	61.10162947
903	61.07053852
904	61.05963984
905	61.04314518
906	61.03395966
907	61.02850504
908	61.02290151
909	61.01315928
910	61.00411703
911	60.994065
912	60.96941286
913	60.95004029
914	60.93904251
915	60.92668794
916	60.91297282
917	60.9036324
918	60.88248633
919	60.87388519
920	60.84432957
921	60.83337627
922	60.8102102
923	60.80437019
924	60.77465718
925	60.74638384
926	60.73437964
927	60.72387463
928	60.70776362
929	60.69195516
930	60.68675108
931	60.67215172
932	60.65238249
933	60.6493825
934	60.64081692
935	60.6357163
936	60.62147343
937	60.61355148
938	60.59282124
939	60.5862873
940	60.57377861
941	60.5568793
942	60.53971671
943	60.5343409
944	60.51974308
945	60.50866187
946	60.49722085
947	60.47795969
948	60.47283055
949	60.45286088
950	60.44831684
951	60.43716684
952	60.41972528
953	60.4078807
954	60.3838438
955	60.3778261
956	60.34564668
957	60.34070243
958	60.31776397
959	60.3038203
960	60.28144153
961	60.25585681
962	60.23514592
963	60.22586754
964	60.21370585
965	60.20189394
966	60.18933261
967	60.1697103
968	60.1640205
969	60.15639179
970	60.1464816
971	60.12648725
972	60.11134111
973	60.10098788
974	60.08535814
975	60.07133728
976	60.05379034
977	60.04620798
978	60.02418722
979	60.00646697
980	59.99343614
981	59.95204506
982	59.94009505
983	59.91742661
984	59.89714305
985	59.88737877
986	59.86373429
987	59.84664144
988	59.83201164
989	59.81988913
990	59.8169684
991	59.8062914
992	59.80363459
993	59.78813784
994	59.76894038
995	59.76201759
996	59.74243623
997	59.73488731
998	59.72383362
999	59.7185259
